CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O,CHEMBL435738
CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL451250
CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O,CHEMBL177372
C/C(S)=N/[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL433805
CC(=O)N[C@@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL359934
CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL435910
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)O,CHEMBL263347
CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL438943
CC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL367440
C/C(S)=N/[C@@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL366543
CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL177616
CCCCNC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)CC)C(C)C)C(C)C,CHEMBL367276
CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CNC(=O)[C@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O,CHEMBL174819
CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O,CHEMBL355759
CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O,CHEMBL172299
CC(=O)N[C@@H](Cc1ccc(CP(C)(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL419269
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)CO)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL77253
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)CCO)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL429190
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)Cc2ccccc2)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL78061
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL78242
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)C(O)c2ccccc2)cc1)C(=O)NC1(C(=O)N[C@@H]2CCCC[C@@H]2C(N)=O)CCCCC1,CHEMBL308867
CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CC1)c1ccc(OP(=O)(O)O)cc1,CHEMBL2370321
CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CCCCCC1)c1ccc(OP(=O)(O)O)cc1,CHEMBL3142743
CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(OCC(=O)O)c1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL332124
CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL324310
CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL412230
CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CCCCC1)c1ccc(OP(=O)(O)O)cc1,CHEMBL3142740
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(OCC(=O)O)c(C(=O)O)c2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL332671
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(OCC(=O)O)c(C(=O)O)c2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL332671
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL119360
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c(O)ccc3ccccc23)CCCCC1,CHEMBL331463
NC(=O)[C@H]1CCC=C[C@H]1NC(=O)C1(NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCc2cccc(N)c2)CCCCC1,CHEMBL307890
CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL117807
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCc2cccc(N)c2)CCCCC1)C(N)=O,CHEMBL77689
CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CCC1)c1ccc(OP(=O)(O)O)cc1,CHEMBL2370326
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(N)=O)C(C)C)c1ccc(OP(=O)(O)O)cc1,CHEMBL2370322
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O,CHEMBL2370501
CC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(N)=O)C(N)=O)c1ccc(OP(=O)(O)O)cc1,CHEMBL2370323
CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL115699
CC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL115699
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL55627
CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CCCC1)c1ccc(OP(=O)(O)O)cc1,CHEMBL3142742
NC(=O)[C@@H]1CCC=C[C@@H]1NC(=O)C1(NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCc2cccc(N)c2)CCCCC1,CHEMBL310056
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL19417
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL19417
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCCc1ccc(Cl)cc1Cl)C(=O)O,CHEMBL3142925
CCCCC(CC)CNC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)[C@@H](C)CC)C(=O)O,CHEMBL3142932
CC(=O)OP(=O)(OC(C)=O)Oc1ccc(CC(N)C(=O)CC(=O)CCCCCCNC(CC(=O)NCCCc2cccc3ccccc23)C(=O)O)cc1,CHEMBL325621
CC(=O)OP(=O)(OC(C)=O)Oc1ccc(CC(N)C(=O)CC(=O)CCCCCCNC(CC(=O)NCCCc2cccc3ccccc23)C(=O)O)cc1,CHEMBL325621
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCCc1cccc2ccccc12)C(=O)O,CHEMBL3142927
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCCc1cccc2ccccc12)C(=O)O,CHEMBL3142927
CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,CHEMBL413035
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)O,CHEMBL3142931
CC[C@H](C)[C@@H]1NC(=O)[C@@H](NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)N[C@@H]5C(=O)N[C@@H](C(C)C)C(=O)N6CCC[C@H]6C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]5C)c-4nc23)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@@H]2CCCN2C1=O,CHEMBL2373069
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCC(C)C)C(=O)O,CHEMBL3142930
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCCc1ccccc1)C(=O)O,CHEMBL3142928
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,CHEMBL1554
CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCC(C)C)C(=O)O,CHEMBL3142929
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL19417
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL55627
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL55627
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL55627
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL93367
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](CC(=O)O)Cc2ccc(CP(=O)(O)O)cc2)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL93367
NC(=O)C[C@H](NC(=O)C1(NC(=O)CCc2ccc(CP(=O)(O)O)cc2)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL292883
[N-]=[N+]=N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL323505
[N-]=[N+]=N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL323505
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@@H](c2ccc(CP(=O)(O)O)cc2)/C=C/C[C@@H](Cc2cccc3ccccc23)CNC1=O,CHEMBL291678
NC(Cc1ccc(CC(=O)O)cc1)C(=O)O,CHEMBL119492
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](Cc2ccc(C(F)(F)C(=O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL327030
NC(Cc1ccc(C(F)(F)C(=O)O)cc1)C(=O)O,CHEMBL119885
CC(=O)N[C@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL332862
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](Cc2ccc(OCC(=O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL430710
NC(=O)C[C@H](NC(=O)C1(NC(=O)[C@@H](Cc2ccc(CC(=O)O)cc2)NC(=O)C(=O)O)CCCCC1)C(=O)NCCCc1cccc2ccccc12,CHEMBL331638
CC(=O)N[C@H](Cc1ccc(OCC(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL333421
CC(=O)N[C@H](Cc1ccc(C(F)(F)C(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL332992
NC(Cc1ccc(OCC(=O)O)cc1)C(=O)O,CHEMBL117514
CC(=O)N[C@H](Cc1ccc(CC(=O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL432984
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cn(C)c3ccccc23)CCCCC1,CHEMBL72996
COc1ccc2c(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)c[nH]c2c1,CHEMBL70852
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1,CHEMBL19417
Cc1ccc2c(ccn2CCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(NC(=O)[C@H](Cc3ccc(C(C(=O)O)C(=O)O)cc3)NC(=O)C(=O)O)CCCCC2)c1,CHEMBL279961
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3cc(O)ccc23)CCCCC1,CHEMBL278567
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2c(C)cc3ccccc32)CCCCC1,CHEMBL72437
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(O)ccc32)CCCCC1,CHEMBL73003
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c(O)ccc3ccccc23)CCCCC1,CHEMBL276046
COc1ccc2c(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)cccc2c1,CHEMBL281577
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2ccc3cccc(O)c3c2)CCCCC1,CHEMBL19378
COc1cc2cccc(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)c2cc1OC,CHEMBL19214
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCn2ccc3cc(N(C)C)ccc32)CCCCC1,CHEMBL72525
CC(=O)N[C@@H](Cc1ccc(CP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2c[nH]c3ccccc23)CCCCC1,CHEMBL71034
